order_var,article_title,scrape_date
3,Trump's sons a study in contrasts in court showdown,2023-11-03T03:02:26Z
4,Author accused of faking own death pleads guilty,2023-11-03T03:02:26Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T03:02:26Z
6,House passes Israel bill despite Biden veto threat,2023-11-03T03:02:26Z
7,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T03:02:26Z
8,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T03:02:26Z
9,"Taylor Tomlinson, 29, fills James Corden's TV slot",2023-11-03T03:02:26Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T03:02:26Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T03:07:27Z
2,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T03:07:27Z
3,Trump's sons a study in contrasts in court showdown,2023-11-03T03:07:27Z
4,Author accused of faking own death pleads guilty,2023-11-03T03:07:27Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T03:07:27Z
6,House passes Israel bill despite Biden veto threat,2023-11-03T03:07:27Z
7,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T03:07:27Z
8,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T03:07:27Z
9,"Taylor Tomlinson, 29, fills James Corden's TV slot",2023-11-03T03:07:27Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T03:07:27Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T03:12:27Z
2,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T03:12:27Z
3,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T03:12:27Z
4,Author accused of faking own death pleads guilty,2023-11-03T03:12:27Z
5,Trump's sons a study in contrasts in court showdown,2023-11-03T03:12:27Z
6,House passes Israel bill despite Biden veto threat,2023-11-03T03:12:27Z
7,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T03:12:27Z
8,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T03:12:27Z
9,Palestinian-American family finally escapes Gaza,2023-11-03T03:12:27Z
10,"Taylor Tomlinson, 29, fills James Corden's TV slot",2023-11-03T03:12:27Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T03:17:28Z
2,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T03:17:28Z
3,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T03:17:28Z
4,Author accused of faking own death pleads guilty,2023-11-03T03:17:28Z
5,Trump's sons a study in contrasts in court showdown,2023-11-03T03:17:28Z
6,House passes Israel bill despite Biden veto threat,2023-11-03T03:17:28Z
7,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T03:17:28Z
8,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T03:17:28Z
9,Palestinian-American family finally escapes Gaza,2023-11-03T03:17:28Z
10,"Taylor Tomlinson, 29, fills James Corden's TV slot",2023-11-03T03:17:28Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T03:22:29Z
2,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T03:22:29Z
3,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T03:22:29Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T03:22:29Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T03:22:29Z
6,House passes Israel bill despite Biden veto threat,2023-11-03T03:22:29Z
7,Author accused of faking own death pleads guilty,2023-11-03T03:22:29Z
8,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T03:22:29Z
9,Palestinian-American family finally escapes Gaza,2023-11-03T03:22:29Z
10,"Taylor Tomlinson, 29, fills James Corden's TV slot",2023-11-03T03:22:29Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T03:27:29Z
2,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T03:27:29Z
3,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T03:27:29Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T03:27:29Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T03:27:29Z
6,House passes Israel bill despite Biden veto threat,2023-11-03T03:27:29Z
7,Author accused of faking own death pleads guilty,2023-11-03T03:27:29Z
8,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T03:27:29Z
9,Palestinian-American family finally escapes Gaza,2023-11-03T03:27:29Z
10,"Taylor Tomlinson, 29, fills James Corden's TV slot",2023-11-03T03:27:29Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T03:32:30Z
2,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T03:32:30Z
3,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T03:32:30Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T03:32:30Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T03:32:30Z
6,House passes Israel bill despite Biden veto threat,2023-11-03T03:32:30Z
7,Author accused of faking own death pleads guilty,2023-11-03T03:32:30Z
8,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T03:32:30Z
9,Palestinian-American family finally escapes Gaza,2023-11-03T03:32:30Z
10,"Taylor Tomlinson, 29, fills James Corden's TV slot",2023-11-03T03:32:30Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T03:37:31Z
2,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T03:37:31Z
3,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T03:37:31Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T03:37:31Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T03:37:31Z
6,House passes Israel bill despite Biden veto threat,2023-11-03T03:37:31Z
7,Author accused of faking own death pleads guilty,2023-11-03T03:37:31Z
8,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T03:37:31Z
9,Palestinian-American family finally escapes Gaza,2023-11-03T03:37:31Z
10,"Taylor Tomlinson, 29, fills James Corden's TV slot",2023-11-03T03:37:31Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T03:42:32Z
2,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T03:42:32Z
3,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T03:42:32Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T03:42:32Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T03:42:32Z
6,Author accused of faking own death pleads guilty,2023-11-03T03:42:32Z
7,House passes Israel bill despite Biden veto threat,2023-11-03T03:42:32Z
8,Donald Trump's sons defiant in NY fraud trial,2023-11-03T03:42:32Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T03:42:32Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T03:42:32Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T03:47:32Z
2,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T03:47:32Z
3,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T03:47:32Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T03:47:32Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T03:47:32Z
6,Author accused of faking own death pleads guilty,2023-11-03T03:47:32Z
7,House passes Israel bill despite Biden veto threat,2023-11-03T03:47:32Z
8,Donald Trump's sons defiant in NY fraud trial,2023-11-03T03:47:32Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T03:47:32Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T03:47:32Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T03:52:33Z
2,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T03:52:33Z
3,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T03:52:33Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T03:52:33Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T03:52:33Z
6,Author accused of faking own death pleads guilty,2023-11-03T03:52:33Z
7,House passes Israel bill despite Biden veto threat,2023-11-03T03:52:33Z
8,Donald Trump's sons defiant in NY fraud trial,2023-11-03T03:52:33Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T03:52:33Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T03:52:33Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T03:57:34Z
2,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T03:57:34Z
3,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T03:57:34Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T03:57:34Z
5,Author accused of faking own death pleads guilty,2023-11-03T03:57:34Z
6,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T03:57:34Z
7,House passes Israel bill despite Biden veto threat,2023-11-03T03:57:34Z
8,Donald Trump's sons defiant in NY fraud trial,2023-11-03T03:57:34Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T03:57:34Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T03:57:34Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T04:02:34Z
2,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T04:02:34Z
3,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T04:02:34Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T04:02:34Z
5,Author accused of faking own death pleads guilty,2023-11-03T04:02:34Z
6,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T04:02:34Z
7,House passes Israel bill despite Biden veto threat,2023-11-03T04:02:34Z
8,Donald Trump's sons defiant in NY fraud trial,2023-11-03T04:02:34Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T04:02:34Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T04:02:34Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T04:07:35Z
2,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T04:07:35Z
3,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T04:07:35Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T04:07:35Z
5,Author accused of faking own death pleads guilty,2023-11-03T04:07:35Z
6,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T04:07:35Z
7,House passes Israel bill despite Biden veto threat,2023-11-03T04:07:35Z
8,Donald Trump's sons defiant in NY fraud trial,2023-11-03T04:07:35Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T04:07:35Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T04:07:35Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T04:12:36Z
2,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T04:12:36Z
3,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T04:12:36Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T04:12:36Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T04:12:36Z
6,Author accused of faking own death pleads guilty,2023-11-03T04:12:36Z
7,House passes Israel bill despite Biden veto threat,2023-11-03T04:12:36Z
8,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T04:12:36Z
9,Donald Trump's sons defiant in NY fraud trial,2023-11-03T04:12:36Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T04:12:36Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T04:17:36Z
2,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T04:17:36Z
3,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T04:17:36Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T04:17:36Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T04:17:36Z
6,Author accused of faking own death pleads guilty,2023-11-03T04:17:36Z
7,House passes Israel bill despite Biden veto threat,2023-11-03T04:17:36Z
8,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T04:17:36Z
9,Donald Trump's sons defiant in NY fraud trial,2023-11-03T04:17:36Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T04:17:36Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T04:22:37Z
2,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T04:22:37Z
3,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T04:22:37Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T04:22:37Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T04:22:37Z
6,Author accused of faking own death pleads guilty,2023-11-03T04:22:37Z
7,House passes Israel bill despite Biden veto threat,2023-11-03T04:22:37Z
8,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T04:22:37Z
9,Donald Trump's sons defiant in NY fraud trial,2023-11-03T04:22:37Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T04:22:37Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T04:27:38Z
2,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T04:27:38Z
3,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T04:27:38Z
4,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T04:27:38Z
5,Trump's sons a study in contrasts in court showdown,2023-11-03T04:27:38Z
6,Author accused of faking own death pleads guilty,2023-11-03T04:27:38Z
7,Donald Trump's sons defiant in NY fraud trial,2023-11-03T04:27:38Z
8,House passes Israel bill despite Biden veto threat,2023-11-03T04:27:38Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T04:27:38Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T04:27:38Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T04:32:38Z
2,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T04:32:38Z
3,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T04:32:38Z
4,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T04:32:38Z
5,Trump's sons a study in contrasts in court showdown,2023-11-03T04:32:38Z
6,Author accused of faking own death pleads guilty,2023-11-03T04:32:38Z
7,Donald Trump's sons defiant in NY fraud trial,2023-11-03T04:32:38Z
8,House passes Israel bill despite Biden veto threat,2023-11-03T04:32:38Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T04:32:38Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T04:32:38Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T04:37:39Z
2,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T04:37:39Z
3,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T04:37:39Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T04:37:39Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T04:37:39Z
6,Author accused of faking own death pleads guilty,2023-11-03T04:37:39Z
7,Donald Trump's sons defiant in NY fraud trial,2023-11-03T04:37:39Z
8,House passes Israel bill despite Biden veto threat,2023-11-03T04:37:39Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T04:37:39Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T04:37:39Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T04:42:40Z
2,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T04:42:40Z
3,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T04:42:40Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T04:42:40Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T04:42:40Z
6,Author accused of faking own death pleads guilty,2023-11-03T04:42:40Z
7,Donald Trump's sons defiant in NY fraud trial,2023-11-03T04:42:40Z
8,House passes Israel bill despite Biden veto threat,2023-11-03T04:42:40Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T04:42:40Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T04:42:40Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T04:47:40Z
2,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T04:47:40Z
3,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T04:47:40Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T04:47:40Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T04:47:40Z
6,Author accused of faking own death pleads guilty,2023-11-03T04:47:40Z
7,Donald Trump's sons defiant in NY fraud trial,2023-11-03T04:47:40Z
8,House passes Israel bill despite Biden veto threat,2023-11-03T04:47:40Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T04:47:40Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T04:47:40Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T04:52:41Z
2,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T04:52:41Z
3,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T04:52:41Z
4,Trump's sons a study in contrasts in court showdown,2023-11-03T04:52:41Z
5,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T04:52:41Z
6,Author accused of faking own death pleads guilty,2023-11-03T04:52:41Z
7,Donald Trump's sons defiant in NY fraud trial,2023-11-03T04:52:41Z
8,House passes Israel bill despite Biden veto threat,2023-11-03T04:52:41Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T04:52:41Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T04:52:41Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T04:57:42Z
2,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T04:57:42Z
3,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T04:57:42Z
4,Author accused of faking own death pleads guilty,2023-11-03T04:57:42Z
5,Trump's sons a study in contrasts in court showdown,2023-11-03T04:57:42Z
6,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T04:57:42Z
7,Donald Trump's sons defiant in NY fraud trial,2023-11-03T04:57:42Z
8,House passes Israel bill despite Biden veto threat,2023-11-03T04:57:42Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T04:57:42Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T04:57:42Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T05:02:43Z
2,Hezbollah chief to break silence on Israel-Gaza war,2023-11-03T05:02:43Z
3,Israelis face Hamas hit-and-run attacks from tunnels,2023-11-03T05:02:43Z
4,Author accused of faking own death pleads guilty,2023-11-03T05:02:43Z
5,Trump's sons a study in contrasts in court showdown,2023-11-03T05:02:43Z
6,Footballer DÃ­az's father 'kidnapped by rebels',2023-11-03T05:02:43Z
7,Donald Trump's sons defiant in NY fraud trial,2023-11-03T05:02:43Z
8,House passes Israel bill despite Biden veto threat,2023-11-03T05:02:43Z
9,Nigeria lawmakers reject bid to buy presidential yacht,2023-11-03T05:02:43Z
10,Palestinian-American family finally escapes Gaza,2023-11-03T05:02:43Z
1,'Crypto King' Bankman-Fried guilty of FTX fraud,2023-11-03T05:07:43Z
